,licensed_certified,facid,fac_status_type_code,facname,fac_type_code,fac_fdr,ltc,capacity,address,city,zip,county_code,county_name,district_number,district_name,isfacmain,fac_fac_relationship_type_code,cclho_code,cclho_name,fips_county_code,data_date
8664,LICENSED AND CERTIFIED,630018174,OPEN,"VALLEY BEST CARE, INC.",HOSPICE,HOSPICE,NON-LTC,0,908 S VILLAGE OAKS DR,COVINA,91724,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8665,LICENSED AND CERTIFIED,630018176,OPEN,WELL CARE HOME HEALTH CARE INC.,HHA,HOME HEALTH AGENCY,NON-LTC,0,13746 VICTORY BLVD,VAN NUYS,91401,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8666,LICENSED AND CERTIFIED,630018177,OPEN,LOGOS HOME HEALTH CARE INC.,HHA,HOME HEALTH AGENCY,NON-LTC,0,209 E ALAMEDA AVE,BURBANK,91502,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8667,LICENSED ONLY,630018178,OPEN,GOLDEN STAR HOME CARE LLC,HHA,HOME HEALTH AGENCY,NON-LTC,0,320 E 18TH ST,ANTIOCH,94509,60,CONTRA COSTA,2,EAST BAY,Y,PARENT,7,CONTRA COSTA,6013,2024-03-15 00:00:00
8668,LICENSED AND CERTIFIED,630018179,OPEN,ARIA COMMUNITY HEALTH CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,247 NL ST,DINUBA,93618,640,TULARE,4,FRESNO,N,INTERMITTENT CLINIC,54,TULARE,6107,2024-03-15 00:00:00
8669,LICENSED AND CERTIFIED,630018180,OPEN,ARIA COMMUNITY HEALTH CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,271 NL ST,DINUBA,93618,640,TULARE,4,FRESNO,N,INTERMITTENT CLINIC,54,TULARE,6107,2024-03-15 00:00:00
8670,LICENSED ONLY,630018181,OPEN,N.A.L. HOME HEALTH CARE INC,HHA,HOME HEALTH AGENCY,NON-LTC,0,8925 SEPULVEDA BLVD,NORTH HILLS,91343,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8671,LICENSED AND CERTIFIED,630018182,OPEN,"TRUSTING CARE HOME HEALTH SERVICES, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,7590 N GLENOAKS BLVD,BURBANK,91504,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8672,LICENSED AND CERTIFIED,630018183,OPEN,"M AND M HOSPICE, INC.",HOSPICE,HOSPICE,NON-LTC,0,22151 VENTURA BLVD,WOODLAND HILLS,91364,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8673,LICENSED ONLY,630018184,OPEN,"VIBRANT HEALTH CARE SERVICES, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,14545 FRIAR ST,VAN NUYS,91411,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8674,LICENSED AND CERTIFIED,630018185,OPEN,"FAST AID HOME CARE, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,14542 VENTURA BLVD,SHERMAN OAKS,91403,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8675,LICENSED ONLY,630018186,OPEN,CALIFORNIA CARE SERVICES,HHA,HOME HEALTH AGENCY,NON-LTC,0,21300 VICTORY BLVD,WOODLAND HILLS,91367,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8676,LICENSED ONLY,630018187,OPEN,"LEGACY HOME HEALTH, LLC",HHA,HOME HEALTH AGENCY,NON-LTC,0,146 N SAN FERNANDO BLVD,BURBANK,91502,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8677,LICENSED ONLY,630018188,OPEN,RECOVER HOME HEALTH,HHA,HOME HEALTH AGENCY,NON-LTC,0,19531 VENTURA BLVD,TARZANA,91356,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8678,LICENSED ONLY,630018189,OPEN,WYNK'S CLINIC,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,1788 S SAN GABRIEL BLVD,SAN GABRIEL,91776,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8679,LICENSED AND CERTIFIED,630018190,OPEN,"H & R HOME HEALTH SERVICES, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,511 E HARVARD ST,GLENDALE,91205,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8680,LICENSED ONLY,630018191,OPEN,AURORA CARE,CLHF,CONGREGATE LIVING HEALTH FACILITY,LTC,6,6719 QUAKERTOWN AVE,WINNETKA,91306,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8681,LICENSED ONLY,630018192,OPEN,WEE DENTAL,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,1320 BAILEY ST,HANFORD,93230,150,KINGS,4,FRESNO,N,INTERMITTENT CLINIC,16,KINGS,6031,2024-03-15 00:00:00
8682,LICENSED AND CERTIFIED,630018193,OPEN,AEGIS HEALTH LLC,HHA,HOME HEALTH AGENCY,NON-LTC,0,237 CHURCH AVE,CHULA VISTA,91910,470,SAN DIEGO,10,SAN DIEGO,Y,PARENT,37,SAN DIEGO,6073,2024-03-15 00:00:00
8683,LICENSED ONLY,630018195,OPEN,PREGNANCY RESOURCE CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,138-B WALNUT AVE,SANTA CRUZ,95060,540,SANTA CRUZ,7,SAN JOSE,N,INTERMITTENT CLINIC,44,SANTA CRUZ,6087,2024-03-15 00:00:00
8684,LICENSED AND CERTIFIED,630018196,CERTIFIED ONLY,ORCHARD HOSPITAL MEDICAL SPECIALTY CENTER OROVILLE,RHC/OP,PRIMARY CARE CLINIC,NON-LTC,0,2990 ORO DAM BLVD E,OROVILLE,95966,30,BUTTE,23,CHICO,N,OTHER CERTIFIABLE PART,4,BUTTE,6007,2024-03-15 00:00:00
8685,LICENSED ONLY,630018197,OPEN,"OBRIA MEDICAL CLINICS OF SOUTHERN CALIFORNIA, INC.",COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,2892 KELVIN AVE,IRVINE,92614,400,ORANGE,6,ORANGE,N,INTERMITTENT CLINIC,30,ORANGE,6059,2024-03-15 00:00:00
8686,LICENSED AND CERTIFIED,630018198,OPEN,LEGACY HOSPICE LLC,HOSPICE,HOSPICE,NON-LTC,0,146 N SAN FERNANDO BLVD,BURBANK,91502,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8687,LICENSED ONLY,630018199,OPEN,"AUTHENTIC HOME HEALTH CARE, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,2667 N MOORPARK RD,THOUSAND OAKS,91360,660,VENTURA,5,VENTURA,Y,PARENT,56,VENTURA,6111,2024-03-15 00:00:00
8688,LICENSED ONLY,630018200,OPEN,"SENIOR HEALTH ADVOCATES, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,303 N GLENOAKS BLVD,BURBANK,91502,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8689,LICENSED AND CERTIFIED,630018201,OPEN,"COMMUNITY MEDICAL CENTERS, WEST LANE",COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,7912 WEST LN,STOCKTON,95210,490,SAN JOAQUIN,3,SACRAMENTO,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
8690,LICENSED AND CERTIFIED,630018202,OPEN,VANESSA HOME HEALTH SERVICES,HHA,HOME HEALTH AGENCY,NON-LTC,0,18740 VENTURA BLVD,TARZANA,91356,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8691,LICENSED ONLY,630018203,OPEN,"WILLOW HOSPICE CARE, INC.",HOSPICE,HOSPICE,NON-LTC,0,14545 VICTORY BLVD,VAN NUYS,91411,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8692,LICENSED AND CERTIFIED,630018204,OPEN,"CARELIFE HOSPICE, INC.",HOSPICE,HOSPICE,NON-LTC,0,2002 IOWA AVE,RIVERSIDE,92507,430,RIVERSIDE,24,SAN BERNARDINO,Y,PARENT,33,RIVERSIDE,6065,2024-03-15 00:00:00
8693,LICENSED ONLY,630018205,OPEN,"NATURCARE HOME HEALTH, INC",HHA,HOME HEALTH AGENCY,NON-LTC,0,18645 SHERMAN WAY,RESEDA,91335,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8694,CERTIFIED ONLY,630018207,CERTIFIED ONLY,FRESNO AMBULATORY SURGERY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,568 E HERNDON AVE,FRESNO,93720,90,FRESNO,4,FRESNO,Y,PARENT,10,FRESNO,6019,2024-03-15 00:00:00
8695,LICENSED AND CERTIFIED,630018208,OPEN,"CENTRAL CITY COMMUNITY HEALTH CENTER, INC. MOBILE MEDICAL UNIT #1",COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,5970 S CENTRAL AVE,LOS ANGELES,90001,200,LOS ANGELES,96,LA ICF/DD/CLINICS,N,INTERMITTENT CLINIC,19,LOS ANGELES,6037,2024-03-15 00:00:00
8696,LICENSED AND CERTIFIED,630018210,OPEN,FAMILY HEALTH-CENTER FOR OLDER ADULTS,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,3420 COLLEGE AVE,SAN DIEGO,92115,470,SAN DIEGO,10,SAN DIEGO,Y,PARENT,37,SAN DIEGO,6073,2024-03-15 00:00:00
8697,LICENSED AND CERTIFIED,630018211,OPEN,INLAND EMPIRE HOME HEALTH CARE AGENCY,HHA,HOME HEALTH AGENCY,NON-LTC,0,238 N RIVERSIDE AVE,RIALTO,92376,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,PARENT,36,SAN BERNARDINO,6071,2024-03-15 00:00:00
8698,LICENSED AND CERTIFIED,630018213,OPEN,CLINICIANS CONNECT CARE HOME HEALTH SERVICES,HHA,HOME HEALTH AGENCY,NON-LTC,0,716 19TH ST,SACRAMENTO,95811,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
8699,LICENSED ONLY,630018215,OPEN,"PIERCE CONGREGATE LIVING, LLC",CLHF,CONGREGATE LIVING HEALTH FACILITY,LTC,6,12430 PIERCE ST,PACOIMA,91331,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8700,LICENSED AND CERTIFIED,630018216,CERTIFIED ONLY,PIONEERS CHILDREN'S HEALTH CENTER,RHC/OP,PRIMARY CARE CLINIC,NON-LTC,0,565 MAIN ST,BRAWLEY,92227,120,IMPERIAL,10,SAN DIEGO,N,OTHER CERTIFIABLE PART,13,IMPERIAL,6025,2024-03-15 00:00:00
8701,LICENSED ONLY,630018219,OPEN,REGAL HOME HEALTH CARE LLC,HHA,HOME HEALTH AGENCY,NON-LTC,0,26 BERNARD ST,BAKERSFIELD,93305,140,KERN,12,BAKERSFIELD,Y,PARENT,15,KERN,6029,2024-03-15 00:00:00
8702,LICENSED ONLY,630018220,OPEN,"BEST LIFE HOME HEALTH CARE, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,17915 VENTURA BLVD,ENCINO,91316,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8703,LICENSED ONLY,630018221,OPEN,"BEAUTIFUL LIFE HOME HEALTH CARE, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,17915 VENTURA BLVD,ENCINO,91316,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8704,LICENSED ONLY,630018222,OPEN,"BLUE IRIS HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,3820 DEL AMO BLVD,TORRANCE,90503,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8705,LICENSED ONLY,630018223,OPEN,"SEHAJ HOSPICE CARE, INC.",HOSPICE,HOSPICE,NON-LTC,0,44790 S GRIMMER BLVD,FREMONT,94538,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
8706,LICENSED ONLY,630018225,OPEN,CARDEA HOME HEALTH,HHA,HOME HEALTH AGENCY,NON-LTC,0,7211 CANBY AVE,RESEDA,91335,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8707,LICENSED AND CERTIFIED,630018226,OPEN,CARDEA HOSPICE & PALLIATIVE CARE,HOSPICE,HOSPICE,NON-LTC,0,7217 CANBY AVE,RESEDA,91335,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8708,LICENSED ONLY,630018227,OPEN,ALTRUITY HOME HEALTH AND HOSPICE,HHA,HOME HEALTH AGENCY,NON-LTC,0,1675 SHAFFER RD,ATWATER,95301,340,MERCED,4,FRESNO,Y,PARENT,24,MERCED,6047,2024-03-15 00:00:00
8709,LICENSED ONLY,630018229,OPEN,LENUS CARE LLC,HOSPICE,HOSPICE,NON-LTC,0,1707 EYE ST,BAKERSFIELD,93301,140,KERN,12,BAKERSFIELD,Y,PARENT,15,KERN,6029,2024-03-15 00:00:00
8710,LICENSED ONLY,630018230,OPEN,"A PLUS HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,3455 W SHAW AVE,FRESNO,93711,90,FRESNO,4,FRESNO,Y,PARENT,10,FRESNO,6019,2024-03-15 00:00:00
8711,LICENSED ONLY,630018231,OPEN,RRHC MOBILE HEALTHCARE SERVICES,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,101 W COAST RD,REDWAY,95560,110,HUMBOLDT,11,SANTA ROSA,N,INTERMITTENT CLINIC,12,HUMBOLDT,6023,2024-03-15 00:00:00
8712,LICENSED AND CERTIFIED,630018232,OPEN,"ARBA HOME HEALTHCARE, INC",HHA,HOME HEALTH AGENCY,NON-LTC,0,5958 VINELAND AVE,NORTH HOLLYWOOD,91601,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8713,LICENSED AND CERTIFIED,630018233,OPEN,"HOMERIC HOME HEALTH SERVICES, INC",HHA,HOME HEALTH AGENCY,NON-LTC,0,421 ARDEN AVE,GLENDALE,91203,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8714,LICENSED AND CERTIFIED,630018234,OPEN,HILL COUNTRY HEALTH AND WELLNESS CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,1401 GOLD ST,REDDING,96001,550,SHASTA,23,CHICO,N,INTERMITTENT CLINIC,45,SHASTA,6089,2024-03-15 00:00:00
8715,LICENSED AND CERTIFIED,630018235,OPEN,"MENDOCINO COAST CLINICS, INC. - FAMILY WELLNESS CENTER",COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,510 CYPRESS ST,FORT BRAGG,95437,330,MENDOCINO,11,SANTA ROSA,N,INTERMITTENT CLINIC,23,MENDOCINO,6045,2024-03-15 00:00:00
8716,LICENSED ONLY,630018236,OPEN,COLORADO RIVER HOME HEALTH,HHA,HOME HEALTH AGENCY,NON-LTC,0,1406 BAILEY AVE,NEEDLES,92363,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,PARENT,36,SAN BERNARDINO,6071,2024-03-15 00:00:00
8717,LICENSED ONLY,630018237,OPEN,ALTAMED DENTAL GROUP- TRAILER #1,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,1800 W BALL RD,ANAHEIM,92804,400,ORANGE,6,ORANGE,N,INTERMITTENT CLINIC,30,ORANGE,6059,2024-03-15 00:00:00
8718,LICENSED AND CERTIFIED,630018239,OPEN,ST. JOSEPH SATELLITE HEALTHCARE,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,30,2212 E 4TH ST,SANTA ANA,92705,400,ORANGE,6,ORANGE,Y,PARENT,30,ORANGE,6059,2024-03-15 00:00:00
8719,LICENSED ONLY,630018241,OPEN,ANGEL'S ARMS HOME HEALTH SERVICES INC.,HHA,HOME HEALTH AGENCY,NON-LTC,0,7414 FOOTHILL BLVD,TUJUNGA,91042,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8720,LICENSED ONLY,630018243,OPEN,"FAST RECOVERY HOME HEALTH CARE, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,4221 WILSHIRE BLVD,LOS ANGELES,90010,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8721,CERTIFIED ONLY,630018244,CERTIFIED ONLY,"DIGESTIVE DIAGNOSTIC CENTER, INC.",ASC,SURGICAL CLINIC,NON-LTC,0,333 GELLERT BLVD,DALY CITY,94015,510,SAN MATEO,22,SAN FRANCISCO,Y,PARENT,41,SAN MATEO,6081,2024-03-15 00:00:00
8722,LICENSED ONLY,630018245,OPEN,NEXT DOOR MED. NET. INC.,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,5832 S VERMONT AVE,LOS ANGELES,90044,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8723,LICENSED AND CERTIFIED,630018246,OPEN,HUMAN FIRST HOME HEALTH AGENCY LLC,HHA,HOME HEALTH AGENCY,NON-LTC,0,8345 RESEDA BLVD,NORTHRIDGE,91324,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8724,LICENSED AND CERTIFIED,630018247,OPEN,VIDA SANA FAMILY PRACTICE 3,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,781 SEQUOIA AVE,LINDSAY,93247,640,TULARE,12,BAKERSFIELD,N,INTERMITTENT CLINIC,54,TULARE,6107,2024-03-15 00:00:00
8725,LICENSED ONLY,630018248,OPEN,"SILVER CARE, INC.",CLHF,CONGREGATE LIVING HEALTH FACILITY,LTC,6,23635 COLLINS ST,WOODLAND HILLS,91367,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8726,LICENSED ONLY,630018249,OPEN,"COMMITTED HOME HEALTH CARE, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,14852 VENTURA BLVD,SHERMAN OAKS,91403,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8727,LICENSED ONLY,630018250,OPEN,"ARCHANGEL HOSPICE, LLC",HOSPICE,HOSPICE,NON-LTC,0,57475 TWENTYNINE PALMS HWY,YUCCA VALLEY,92284,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,PARENT,36,SAN BERNARDINO,6071,2024-03-15 00:00:00
8728,LICENSED AND CERTIFIED,630018251,OPEN,ORISON HOSPICE INC.,HOSPICE,HOSPICE,NON-LTC,0,5958 VINELAND AVE,NORTH HOLLYWOOD,91601,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8729,LICENSED AND CERTIFIED,630018252,OPEN,"DISTINCTIVE HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,229 N CENTRAL AVE,GLENDALE,91203,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8730,LICENSED AND CERTIFIED,630018254,OPEN,"EMPATHY HOME HEALTH CARE, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,761 E GREEN ST,PASADENA,91101,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8731,CERTIFIED ONLY,630018255,CERTIFIED ONLY,WEST COAST SURGICAL CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,2000 OUTLET CENTER DR,OXNARD,93036,660,VENTURA,5,VENTURA,Y,PARENT,56,VENTURA,6111,2024-03-15 00:00:00
8732,LICENSED ONLY,630018256,OPEN,SAFE GUARD HOME HEALTH,HHA,HOME HEALTH AGENCY,NON-LTC,0,14242 OXNARD ST,VAN NUYS,91401,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8733,LICENSED AND CERTIFIED,630018257,OPEN,3C COMMUNITY CLINIC,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,3030 W OLYMPIC BLVD,LOS ANGELES,90006,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8734,LICENSED ONLY,630018258,OPEN,"AVICENNA HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,17915 VENTURA BLVD,ENCINO,91316,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8735,LICENSED ONLY,630018259,OPEN,"BLOSSOM HOSPICE, INC.",HOSPICE,HOSPICE,NON-LTC,0,13615 VICTORY BLVD,VAN NUYS,91401,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8736,LICENSED ONLY,630018263,OPEN,DIGNITY HEALTH PERINATAL AND WOMEN'S CENTER - VENTURA,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,2901 N VENTURA RD,OXNARD,93036,660,VENTURA,5,VENTURA,Y,PARENT,56,VENTURA,6111,2024-03-15 00:00:00
8737,LICENSED ONLY,630018264,OPEN,PARTHENIA CARE INC,HOSPICE,HOSPICE,NON-LTC,0,8925 SEPULVEDA BLVD,NORTH HILLS,91343,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8738,LICENSED AND CERTIFIED,630018265,OPEN,ALLY HOSPICE,HOSPICE,HOSPICE,NON-LTC,0,202 E AIRPORT DR,SAN BERNARDINO,92408,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,PARENT,36,SAN BERNARDINO,6071,2024-03-15 00:00:00
8739,LICENSED ONLY,630018266,OPEN,"BAY HOSPICE CARE, INC",HOSPICE,HOSPICE,NON-LTC,0,2551 SAN RAMON VALLEY BLVD,SAN RAMON,94583,60,CONTRA COSTA,2,EAST BAY,Y,PARENT,7,CONTRA COSTA,6013,2024-03-15 00:00:00
8740,LICENSED AND CERTIFIED,630018269,OPEN,"DISTINGUISHED CARE HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,229 N CENTRAL AVE,GLENDALE,91203,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8741,LICENSED ONLY,630018270,OPEN,"ALTERA HOME HEALTH, LLC",HHA,HOME HEALTH AGENCY,NON-LTC,0,24361 EL TORO RD,LAGUNA WOODS,92637,400,ORANGE,6,ORANGE,Y,PARENT,30,ORANGE,6059,2024-03-15 00:00:00
8742,LICENSED AND CERTIFIED,630018271,OPEN,"ALLIANCE MEDICAL CENTER, INC. WINDSOR DENTAL",COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,8499 OLD REDWOOD HWY,WINDSOR,95492,590,SONOMA,11,SANTA ROSA,N,INTERMITTENT CLINIC,49,SONOMA,6097,2024-03-15 00:00:00
8743,LICENSED AND CERTIFIED,630018274,OPEN,ACEPTIO HOME HEALTH CARE,HHA,HOME HEALTH AGENCY,NON-LTC,0,9198 GREENBACK LN,ORANGEVALE,95662,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
8744,LICENSED ONLY,630018275,OPEN,"ACME CARE, INC",CLHF,CONGREGATE LIVING HEALTH FACILITY,LTC,6,6253 N COLONIAL AVE,FRESNO,93704,90,FRESNO,4,FRESNO,Y,PARENT,10,FRESNO,6019,2024-03-15 00:00:00
8745,LICENSED ONLY,630018276,OPEN,BETHEL ESTATES,CLHF,CONGREGATE LIVING HEALTH FACILITY,LTC,6,22525 CERISE AVE,TORRANCE,90505,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8746,LICENSED ONLY,630018278,OPEN,RADIANT HEALTH CENTERS,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,17982 SKY PARK CIR,IRVINE,92614,400,ORANGE,6,ORANGE,Y,PARENT,30,ORANGE,6059,2024-03-15 00:00:00
8747,LICENSED AND CERTIFIED,630018279,OPEN,"RDA HOME HEALTH SERVICES, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,2130 N ARROWHEAD AVE,SAN BERNARDINO,92405,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,PARENT,36,SAN BERNARDINO,6071,2024-03-15 00:00:00
8748,LICENSED ONLY,630018280,OPEN,"CAREPLUS PALLIATIVE, INC",HOSPICE,HOSPICE,NON-LTC,0,14708 HAWTHORNE BLVD,LAWNDALE,90260,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8749,LICENSED AND CERTIFIED,630018281,OPEN,ARIA COMMUNITY HEALTH CENTER HANFORD 103,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,329 W 8TH ST,HANFORD,93230,150,KINGS,4,FRESNO,N,INTERMITTENT CLINIC,16,KINGS,6031,2024-03-15 00:00:00
8750,LICENSED AND CERTIFIED,630018282,OPEN,ARIA COMMUNITY HEALTH CENTER HANFORD 107,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,329 W 8TH ST,HANFORD,93230,150,KINGS,4,FRESNO,N,INTERMITTENT CLINIC,16,KINGS,6031,2024-03-15 00:00:00
8751,LICENSED AND CERTIFIED,630018283,OPEN,ARIA COMMUNITY HEALTH CENTER HANFORD 109,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,329 W 8TH ST,HANFORD,93230,150,KINGS,4,FRESNO,N,INTERMITTENT CLINIC,16,KINGS,6031,2024-03-15 00:00:00
8752,LICENSED AND CERTIFIED,630018284,OPEN,ARIA COMMUNITY HEALTH CENTER HANFORD 111,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,329 W 8TH ST,HANFORD,93230,150,KINGS,4,FRESNO,N,INTERMITTENT CLINIC,16,KINGS,6031,2024-03-15 00:00:00
